Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
716	1.323967335	1.323967335	1.323967335	1.323967335
717	1.323967335	1.323967335	1.323967335	1.323967335
718	1.323967335	1.323967335	1.323967335	1.323967335
719	1.323967335	1.323967335	1.323967335	1.323967335
720	1.323967335	1.323967335	1.323967335	1.323967335
721	1.323967335	1.323967335	1.323967335	1.323967335
722	1.323967335	1.323967335	1.323967335	1.323967335
723	1.323967335	1.323967335	1.323967335	1.323967335
724	1.323967335	1.323967335	1.323967335	1.323967335
725	1.323967335	1.323967335	1.323967335	1.323967335
726	1.323967335	1.323967335	1.323967335	1.323967335
727	1.323967335	1.323967335	1.323967335	1.323967335
728	1.323967335	1.323967335	1.323967335	1.323967335
729	1.323967335	1.323967335	1.323967335	1.323967335
730	1.323967335	1.323967335	1.323967335	1.323967335
731	1.323967335	1.323967335	1.323967335	1.323967335
732	1.323967335	1.323967335	1.323967335	1.323967335
733	1.323967335	1.323967335	1.323967335	1.323967335
734	1.323967335	1.323967335	1.323967335	1.323967335
735	1.323967335	1.323967335	1.323967335	1.323967335
736	1.323967335	1.323967335	1.323967335	1.323967335
737	1.323967335	1.323967335	1.323967335	1.323967335
738	1.323967335	1.323967335	1.323967335	1.323967335
739	1.323967335	1.323967335	1.323967335	1.323967335
740	1.323967335	1.323967335	1.323967335	1.323967335
741	1.323967335	1.323967335	1.323967335	1.323967335
742	1.323967335	1.323967335	1.323967335	1.323967335
743	1.323967335	1.323967335	1.323967335	1.323967335
744	1.323967335	1.323967335	1.323967335	1.323967335
745	1.323967335	1.323967335	1.323967335	1.323967335
746	1.323967335	1.323967335	1.323967335	1.323967335
747	1.323967335	1.323967335	1.323967335	1.323967335
748	1.323967335	1.323967335	1.323967335	1.323967335
749	1.323967335	1.323967335	1.323967335	1.323967335
750	1.323967335	1.323967335	1.323967335	1.323967335
751	1.323967335	1.323967335	1.323967335	1.323967335
752	1.323967335	1.323967335	1.323967335	1.323967335
753	1.323967335	1.323967335	1.323967335	1.323967335
754	1.323967335	1.323967335	1.323967335	1.323967335
755	1.323967335	1.323967335	1.323967335	1.323967335
756	1.323967335	1.323967335	1.323967335	1.323967335
757	1.323967335	1.323967335	1.323967335	1.323967335
758	1.323967335	1.323967335	1.323967335	1.323967335
759	1.323967335	1.323967335	1.323967335	1.323967335
760	1.323967335	1.323967335	1.323967335	1.323967335
761	1.323967335	1.323967335	1.323967335	1.323967335
762	1.323967335	1.323967335	1.323967335	1.323967335
763	1.323967335	1.323967335	1.323967335	1.323967335
764	1.323967335	1.323967335	1.323967335	1.323967335
765	1.323967335	1.323967335	1.323967335	1.323967335
766	1.323967335	1.323967335	1.323967335	1.323967335
767	1.323967335	1.323967335	1.323967335	1.323967335
768	1.323967335	1.323967335	1.323967335	1.323967335
769	1.323967335	1.323967335	1.323967335	1.323967335
770	1.323967335	1.323967335	1.323967335	1.323967335
771	1.323967335	1.323967335	1.323967335	1.323967335
772	1.323967335	1.323967335	1.323967335	1.323967335
773	1.323967335	1.323967335	1.323967335	1.323967335
774	1.323967335	1.323967335	1.323967335	1.323967335
775	1.323967335	1.323967335	1.323967335	1.323967335
776	1.323967335	1.323967335	1.323967335	1.323967335
777	1.323967335	1.323967335	1.323967335	1.323967335
778	1.323967335	1.323967335	1.323967335	1.323967335
779	1.323967335	1.323967335	1.323967335	1.323967335
780	1.323967335	1.323967335	1.323967335	1.323967335
781	1.323967335	1.323967335	1.323967335	1.323967335
782	1.323967335	1.323967335	1.323967335	1.323967335
783	1.323967335	1.323967335	1.323967335	1.323967335
784	1.323967335	1.323967335	1.323967335	1.323967335
785	1.323967335	1.323967335	1.323967335	1.323967335
786	1.323967335	1.323967335	1.323967335	1.323967335
787	1.323967335	1.323967335	1.323967335	1.323967335
788	1.323967335	1.323967335	1.323967335	1.323967335
789	1.323967335	1.323967335	1.323967335	1.323967335
790	1.323967335	1.323967335	1.323967335	1.323967335
791	1.323967335	1.323967335	1.323967335	1.323967335
792	1.323967335	1.323967335	1.323967335	1.323967335
793	1.323967335	1.323967335	1.323967335	1.323967335
794	1.323967335	1.323967335	1.323967335	1.323967335
795	1.323967335	1.323967335	1.323967335	1.323967335
796	1.323967335	1.323967335	1.323967335	1.323967335
797	1.323967335	1.323967335	1.323967335	1.323967335
798	1.323967335	1.323967335	1.323967335	1.323967335
799	1.323967335	1.323967335	1.323967335	1.323967335
800	1.323967335	1.323967335	1.323967335	1.323967335
801	1.323967335	1.323967335	1.323967335	1.323967335
802	1.323967335	1.323967335	1.323967335	1.323967335
803	1.323967335	1.323967335	1.323967335	1.323967335
804	1.323967335	1.323967335	1.323967335	1.323967335
805	1.323967335	1.323967335	1.323967335	1.323967335
806	1.323967335	1.323967335	1.323967335	1.323967335
807	1.323967335	1.323967335	1.323967335	1.323967335
808	1.323967335	1.323967335	1.323967335	1.323967335
809	1.323967335	1.323967335	1.323967335	1.323967335
810	1.323967335	1.323967335	1.323967335	1.323967335
811	1.323967335	1.323967335	1.323967335	1.323967335
812	1.323967335	1.323967335	1.323967335	1.323967335
813	1.323967335	1.323967335	1.323967335	1.323967335
814	1.323967335	1.323967335	1.323967335	1.323967335
815	1.323967335	1.323967335	1.323967335	1.323967335
816	1.323967335	1.323967335	1.323967335	1.323967335
817	1.323967335	1.323967335	1.323967335	1.323967335
818	1.323967335	1.323967335	1.323967335	1.323967335
819	1.323967335	1.323967335	1.323967335	1.323967335
820	1.323967335	1.323967335	1.323967335	1.323967335
821	1.323967335	1.323967335	1.323967335	1.323967335
822	1.323967335	1.323967335	1.323967335	1.323967335
823	1.323967335	1.323967335	1.323967335	1.323967335
824	1.323967335	1.323967335	1.323967335	1.323967335
825	1.323967335	1.323967335	1.323967335	1.323967335
826	1.323967335	1.323967335	1.323967335	1.323967335
827	1.323967335	1.323967335	1.323967335	1.323967335
828	1.323967335	1.323967335	1.323967335	1.323967335
829	1.323967335	1.323967335	1.323967335	1.323967335
830	1.323967335	1.323967335	1.323967335	1.323967335
831	1.323967335	1.323967335	1.323967335	1.323967335
832	1.323967335	1.323967335	1.323967335	1.323967335
833	1.323967335	1.323967335	1.323967335	1.323967335
834	1.323967335	1.323967335	1.323967335	1.323967335
835	1.323967335	1.323967335	1.323967335	1.323967335
836	1.323967335	1.323967335	1.323967335	1.323967335
837	1.323967335	1.323967335	1.323967335	1.323967335
838	1.323967335	1.323967335	1.323967335	1.323967335
839	1.323967335	1.323967335	1.323967335	1.323967335
840	1.323967335	1.323967335	1.323967335	1.323967335
841	1.323967335	1.323967335	1.323967335	1.323967335
842	1.323967335	1.323967335	1.323967335	1.323967335
843	1.323967335	1.323967335	1.323967335	1.323967335
844	1.323967335	1.323967335	1.323967335	1.323967335
845	1.323967335	1.323967335	1.323967335	1.323967335
846	1.323967335	1.323967335	1.323967335	1.323967335
847	1.323967335	1.323967335	1.323967335	1.323967335
848	1.323967335	1.323967335	1.323967335	1.323967335
849	1.323967335	1.323967335	1.323967335	1.323967335
850	1.323967335	1.323967335	1.323967335	1.323967335
851	1.323967335	1.323967335	1.323967335	1.323967335
852	1.323967335	1.323967335	1.323967335	1.323967335
853	1.323967335	1.323967335	1.323967335	1.323967335
854	1.323967335	1.323967335	1.323967335	1.323967335
855	1.323967335	1.323967335	1.323967335	1.323967335
856	1.323967335	1.323967335	1.323967335	1.323967335
857	1.323967335	1.323967335	1.323967335	1.323967335
858	1.323967335	1.323967335	1.323967335	1.323967335
859	1.323967335	1.323967335	1.323967335	1.323967335
860	1.323967335	1.323967335	1.323967335	1.323967335
861	1.323967335	1.323967335	1.323967335	1.323967335
862	1.323967335	1.323967335	1.323967335	1.323967335
863	1.323967335	1.323967335	1.323967335	1.323967335
864	1.323967335	1.323967335	1.323967335	1.323967335
865	1.323967335	1.323967335	1.323967335	1.323967335
866	1.323967335	1.323967335	1.323967335	1.323967335
867	1.323967335	1.323967335	1.323967335	1.323967335
868	1.323967335	1.323967335	1.323967335	1.323967335
869	1.323967335	1.323967335	1.323967335	1.323967335
870	1.323967335	1.323967335	1.323967335	1.323967335
871	1.323967335	1.323967335	1.323967335	1.323967335
872	1.323967335	1.323967335	1.323967335	1.323967335
873	1.323967335	1.323967335	1.323967335	1.323967335
874	1.323967335	1.323967335	1.323967335	1.323967335
875	1.323967335	1.323967335	1.323967335	1.323967335
876	1.323967335	1.323967335	1.323967335	1.323967335
877	1.323967335	1.323967335	1.323967335	1.323967335
878	1.323967335	1.323967335	1.323967335	1.323967335
879	1.323967335	1.323967335	1.323967335	1.323967335
880	1.323967335	1.323967335	1.323967335	1.323967335
881	1.323967335	1.323967335	1.323967335	1.323967335
882	1.323967335	1.323967335	1.323967335	1.323967335
883	1.323967335	1.323967335	1.323967335	1.323967335
884	1.323967335	1.323967335	1.323967335	1.323967335
885	1.323967335	1.323967335	1.323967335	1.323967335
886	1.323967335	1.323967335	1.323967335	1.323967335
887	1.323967335	1.323967335	1.323967335	1.323967335
888	1.323967335	1.323967335	1.323967335	1.323967335
889	1.323967335	1.323967335	1.323967335	1.323967335
890	1.323967335	1.323967335	1.323967335	1.323967335
891	1.323967335	1.323967335	1.323967335	1.323967335
892	1.323967335	1.323967335	1.323967335	1.323967335
893	1.323967335	1.323967335	1.323967335	1.323967335
894	1.323967335	1.323967335	1.323967335	1.323967335
895	1.323967335	1.323967335	1.323967335	1.323967335
896	1.323967335	1.323967335	1.323967335	1.323967335
897	1.323967335	1.323967335	1.323967335	1.323967335
898	1.323967335	1.323967335	1.323967335	1.323967335
899	1.323967335	1.323967335	1.323967335	1.323967335
900	1.323967335	1.323967335	1.323967335	1.323967335
901	1.323967335	1.323967335	1.323967335	1.323967335
902	1.323967335	1.323967335	1.323967335	1.323967335
903	1.323967335	1.323967335	1.323967335	1.323967335
904	1.323967335	1.323967335	1.323967335	1.323967335
905	1.323967335	1.323967335	1.323967335	1.323967335
906	1.323967335	1.323967335	1.323967335	1.323967335
907	1.323967335	1.323967335	1.323967335	1.323967335
908	1.323967335	1.323967335	1.323967335	1.323967335
909	1.323967335	1.323967335	1.323967335	1.323967335
910	1.323967335	1.323967335	1.323967335	1.323967335
911	1.323967335	1.323967335	1.323967335	1.323967335
912	1.323967335	1.323967335	1.323967335	1.323967335
913	1.323967335	1.323967335	1.323967335	1.323967335
914	1.323967335	1.323967335	1.323967335	1.323967335
915	1.323967335	1.323967335	1.323967335	1.323967335
916	1.323967335	1.323967335	1.323967335	1.323967335
917	1.323967335	1.323967335	1.323967335	1.323967335
918	1.323967335	1.323967335	1.323967335	1.323967335
919	1.323967335	1.323967335	1.323967335	1.323967335
920	1.323967335	1.323967335	1.323967335	1.323967335
921	1.323967335	1.323967335	1.323967335	1.323967335
922	1.323967335	1.323967335	1.323967335	1.323967335
923	1.323967335	1.323967335	1.323967335	1.323967335
924	1.323967335	1.323967335	1.323967335	1.323967335
925	1.323967335	1.323967335	1.323967335	1.323967335
926	1.323967335	1.323967335	1.323967335	1.323967335
927	1.323967335	1.323967335	1.323967335	1.323967335
928	1.323967335	1.323967335	1.323967335	1.323967335
929	1.323967335	1.323967335	1.323967335	1.323967335
930	1.323967335	1.323967335	1.323967335	1.323967335
931	1.323967335	1.323967335	1.323967335	1.323967335
932	1.323967335	1.323967335	1.323967335	1.323967335
933	1.323967335	1.323967335	1.323967335	1.323967335
934	1.323967335	1.323967335	1.323967335	1.323967335
935	1.323967335	1.323967335	1.323967335	1.323967335
936	1.323967335	1.323967335	1.323967335	1.323967335
937	1.323967335	1.323967335	1.323967335	1.323967335
938	1.323967335	1.323967335	1.323967335	1.323967335
939	1.323967335	1.323967335	1.323967335	1.323967335
940	1.323967335	1.323967335	1.323967335	1.323967335
941	1.323967335	1.323967335	1.323967335	1.323967335
942	1.323967335	1.323967335	1.323967335	1.323967335
943	1.323967335	1.323967335	1.323967335	1.323967335
944	1.323967335	1.323967335	1.323967335	1.323967335
945	1.323967335	1.323967335	1.323967335	1.323967335
946	1.323967335	1.323967335	1.323967335	1.323967335
947	1.323967335	1.323967335	1.323967335	1.323967335
948	1.323967335	1.323967335	1.323967335	1.323967335
949	1.323967335	1.323967335	1.323967335	1.323967335
950	1.323967335	1.323967335	1.323967335	1.323967335
951	1.323967335	1.323967335	1.323967335	1.323967335
952	1.323967335	1.323967335	1.323967335	1.323967335
953	1.323967335	1.323967335	1.323967335	1.323967335
954	1.323967335	1.323967335	1.323967335	1.323967335
955	1.323967335	1.323967335	1.323967335	1.323967335
956	1.323967335	1.323967335	1.323967335	1.323967335
957	1.323967335	1.323967335	1.323967335	1.323967335
958	1.323967335	1.323967335	1.323967335	1.323967335
959	1.323967335	1.323967335	1.323967335	1.323967335
960	1.323967335	1.323967335	1.323967335	1.323967335
961	1.323967335	1.323967335	1.323967335	1.323967335
962	1.323967335	1.323967335	1.323967335	1.323967335
963	1.323967335	1.323967335	1.323967335	1.323967335
964	1.323967335	1.323967335	1.323967335	1.323967335
965	1.323967335	1.323967335	1.323967335	1.323967335
966	1.323967335	1.323967335	1.323967335	1.323967335
967	1.323967335	1.323967335	1.323967335	1.323967335
968	1.323967335	1.323967335	1.323967335	1.323967335
969	1.323967335	1.323967335	1.323967335	1.323967335
970	1.323967335	1.323967335	1.323967335	1.323967335
971	1.323967335	1.323967335	1.323967335	1.323967335
972	1.323967335	1.323967335	1.323967335	1.323967335
973	1.323967335	1.323967335	1.323967335	1.323967335
974	1.323967335	1.323967335	1.323967335	1.323967335
975	1.323967335	1.323967335	1.323967335	1.323967335
976	1.323967335	1.323967335	1.323967335	1.323967335
977	1.323967335	1.323967335	1.323967335	1.323967335
978	1.323967335	1.323967335	1.323967335	1.323967335
979	1.323967335	1.323967335	1.323967335	1.323967335
980	1.323967335	1.323967335	1.323967335	1.323967335
981	1.323967335	1.323967335	1.323967335	1.323967335
982	1.323967335	1.323967335	1.323967335	1.323967335
983	1.323967335	1.323967335	1.323967335	1.323967335
984	1.323967335	1.323967335	1.323967335	1.323967335
985	1.323967335	1.323967335	1.323967335	1.323967335
986	1.323967335	1.323967335	1.323967335	1.323967335
987	1.323967335	1.323967335	1.323967335	1.323967335
988	1.323967335	1.323967335	1.323967335	1.323967335
989	1.323967335	1.323967335	1.323967335	1.323967335
990	1.323967335	1.323967335	1.323967335	1.323967335
991	1.323967335	1.323967335	1.323967335	1.323967335
992	1.323967335	1.323967335	1.323967335	1.323967335
993	1.323967335	1.323967335	1.323967335	1.323967335
994	1.323967335	1.323967335	1.323967335	1.323967335
995	1.323967335	1.323967335	1.323967335	1.323967335
996	1.323967335	1.323967335	1.323967335	1.323967335
997	1.323967335	1.323967335	1.323967335	1.323967335
998	1.323967335	1.323967335	1.323967335	1.323967335
999	1.323967335	1.323967335	1.323967335	1.323967335
1000	1.323967335	1.323967335	1.323967335	1.323967335
1001	1.323967335	1.323967335	1.323967335	1.323967335
1002	1.323967335	1.323967335	1.323967335	1.323967335
1003	1.323967335	1.323967335	1.323967335	1.323967335
1004	1.323967335	1.323967335	1.323967335	1.323967335
1005	1.323967335	1.323967335	1.323967335	1.323967335
1006	1.323967335	1.323967335	1.323967335	1.323967335
1007	1.323967335	1.323967335	1.323967335	1.323967335
1008	1.323967335	1.323967335	1.323967335	1.323967335
1009	1.323967335	1.323967335	1.323967335	1.323967335
1010	1.323967335	1.323967335	1.323967335	1.323967335
1011	1.323967335	1.323967335	1.323967335	1.323967335
1012	1.323967335	1.323967335	1.323967335	1.323967335
1013	1.323967335	1.323967335	1.323967335	1.323967335
1014	1.323967335	1.323967335	1.323967335	1.323967335
1015	1.323967335	1.323967335	1.323967335	1.323967335
1016	1.323967335	1.323967335	1.323967335	1.323967335
1017	1.323967335	1.323967335	1.323967335	1.323967335
1018	1.323967335	1.323967335	1.323967335	1.323967335
1019	1.323967335	1.323967335	1.323967335	1.323967335
1020	1.323967335	1.323967335	1.323967335	1.323967335
1021	1.323967335	1.323967335	1.323967335	1.323967335
1022	1.323967335	1.323967335	1.323967335	1.323967335
1023	1.323967335	1.323967335	1.323967335	1.323967335
1024	1.323967335	1.323967335	1.323967335	1.323967335
1025	1.323967335	1.323967335	1.323967335	1.323967335
1026	1.323967335	1.323967335	1.323967335	1.323967335
1027	1.323967335	1.323967335	1.323967335	1.323967335
1028	1.323967335	1.323967335	1.323967335	1.323967335
1029	1.323967335	1.323967335	1.323967335	1.323967335
1030	1.323967335	1.323967335	1.323967335	1.323967335
1031	1.323967335	1.323967335	1.323967335	1.323967335
1032	1.323967335	1.323967335	1.323967335	1.323967335
1033	1.323967335	1.323967335	1.323967335	1.323967335
1034	1.323967335	1.323967335	1.323967335	1.323967335
1035	1.323967335	1.323967335	1.323967335	1.323967335
1036	1.323967335	1.323967335	1.323967335	1.323967335
1037	1.323967335	1.323967335	1.323967335	1.323967335
1038	1.323967335	1.323967335	1.323967335	1.323967335
1039	1.323967335	1.323967335	1.323967335	1.323967335
1040	1.323967335	1.323967335	1.323967335	1.323967335
1041	1.323967335	1.323967335	1.323967335	1.323967335
1042	1.323967335	1.323967335	1.323967335	1.323967335
1043	1.323967335	1.323967335	1.323967335	1.323967335
1044	1.323967335	1.323967335	1.323967335	1.323967335
1045	1.323967335	1.323967335	1.323967335	1.323967335
1046	1.323967335	1.323967335	1.323967335	1.323967335
1047	1.323967335	1.323967335	1.323967335	1.323967335
1048	1.323967335	1.323967335	1.323967335	1.323967335
1049	1.323967335	1.323967335	1.323967335	1.323967335
1050	1.323967335	1.323967335	1.323967335	1.323967335
1051	1.323967335	1.323967335	1.323967335	1.323967335
1052	1.323967335	1.323967335	1.323967335	1.323967335
1053	1.323967335	1.323967335	1.323967335	1.323967335
1054	1.323967335	1.323967335	1.323967335	1.323967335
1055	1.323967335	1.323967335	1.323967335	1.323967335
1056	1.323967335	1.323967335	1.323967335	1.323967335
1057	1.323967335	1.323967335	1.323967335	1.323967335
1058	1.323967335	1.323967335	1.323967335	1.323967335
1059	1.323967335	1.323967335	1.323967335	1.323967335
1060	1.323967335	1.323967335	1.323967335	1.323967335
1061	1.323967335	1.323967335	1.323967335	1.323967335
1062	1.323967335	1.323967335	1.323967335	1.323967335
1063	1.323967335	1.323967335	1.323967335	1.323967335
1064	1.323967335	1.323967335	1.323967335	1.323967335
1065	1.323967335	1.323967335	1.323967335	1.323967335
1066	1.323967335	1.323967335	1.323967335	1.323967335
1067	1.323967335	1.323967335	1.323967335	1.323967335
1068	1.323967335	1.323967335	1.323967335	1.323967335
1069	1.323967335	1.323967335	1.323967335	1.323967335
1070	1.323967335	1.323967335	1.323967335	1.323967335
1071	1.323967335	1.323967335	1.323967335	1.323967335
1072	1.323967335	1.323967335	1.323967335	1.323967335
1073	1.323967335	1.323967335	1.323967335	1.323967335
1074	1.323967335	1.323967335	1.323967335	1.323967335
1075	1.323967335	1.323967335	1.323967335	1.323967335
1076	1.323967335	1.323967335	1.323967335	1.323967335
1077	1.323967335	1.323967335	1.323967335	1.323967335
1078	1.323967335	1.323967335	1.323967335	1.323967335
1079	1.323967335	1.323967335	1.323967335	1.323967335
1080	1.323967335	1.323967335	1.323967335	1.323967335
1081	1.323967335	1.323967335	1.323967335	1.323967335
1082	1.323967335	1.323967335	1.323967335	1.323967335
1083	1.323967335	1.323967335	1.323967335	1.323967335
1084	1.323967335	1.323967335	1.323967335	1.323967335
1085	1.323967335	1.323967335	1.323967335	1.323967335
1086	1.323967335	1.323967335	1.323967335	1.323967335
1087	1.323967335	1.323967335	1.323967335	1.323967335
1088	1.323967335	1.323967335	1.323967335	1.323967335
1089	1.323967335	1.323967335	1.323967335	1.323967335
1090	1.323967335	1.323967335	1.323967335	1.323967335
1091	1.323967335	1.323967335	1.323967335	1.323967335
1092	1.323967335	1.323967335	1.323967335	1.323967335
1093	1.323967335	1.323967335	1.323967335	1.323967335
1094	1.323967335	1.323967335	1.323967335	1.323967335
1095	1.323967335	1.323967335	1.323967335	1.323967335
1096	1.323967335	1.323967335	1.323967335	1.323967335
1097	1.323967335	1.323967335	1.323967335	1.323967335
1098	1.323967335	1.323967335	1.323967335	1.323967335
1099	1.323967335	1.323967335	1.323967335	1.323967335
1100	1.323967335	1.323967335	1.323967335	1.323967335
1101	1.323967335	1.323967335	1.323967335	1.323967335
1102	1.323967335	1.323967335	1.323967335	1.323967335
1103	1.323967335	1.323967335	1.323967335	1.323967335
1104	1.323967335	1.323967335	1.323967335	1.323967335
1105	1.323967335	1.323967335	1.323967335	1.323967335
1106	1.323967335	1.323967335	1.323967335	1.323967335
1107	1.323967335	1.323967335	1.323967335	1.323967335
1108	1.323967335	1.323967335	1.323967335	1.323967335
1109	1.323967335	1.323967335	1.323967335	1.323967335
1110	1.323967335	1.323967335	1.323967335	1.323967335
1111	1.323967335	1.323967335	1.323967335	1.323967335
1112	1.323967335	1.323967335	1.323967335	1.323967335
1113	1.323967335	1.323967335	1.323967335	1.323967335
1114	1.323967335	1.323967335	1.323967335	1.323967335
1115	1.323967335	1.323967335	1.323967335	1.323967335
1116	1.323967335	1.323967335	1.323967335	1.323967335
1117	1.323967335	1.323967335	1.323967335	1.323967335
1118	1.323967335	1.323967335	1.323967335	1.323967335
1119	1.323967335	1.323967335	1.323967335	1.323967335
1120	1.323967335	1.323967335	1.323967335	1.323967335
1121	1.323967335	1.323967335	1.323967335	1.323967335
1122	1.323967335	1.323967335	1.323967335	1.323967335
1123	1.323967335	1.323967335	1.323967335	1.323967335
1124	1.323967335	1.323967335	1.323967335	1.323967335
1125	1.323967335	1.323967335	1.323967335	1.323967335
1126	1.323967335	1.323967335	1.323967335	1.323967335
1127	1.323967335	1.323967335	1.323967335	1.323967335
1128	1.323967335	1.323967335	1.323967335	1.323967335
1129	1.323967335	1.323967335	1.323967335	1.323967335
1130	1.323967335	1.323967335	1.323967335	1.323967335
1131	1.323967335	1.323967335	1.323967335	1.323967335
1132	1.323967335	1.323967335	1.323967335	1.323967335
1133	1.323967335	1.323967335	1.323967335	1.323967335
1134	1.323967335	1.323967335	1.323967335	1.323967335
1135	1.323967335	1.323967335	1.323967335	1.323967335
1136	1.323967335	1.323967335	1.323967335	1.323967335
1137	1.323967335	1.323967335	1.323967335	1.323967335
1138	1.323967335	1.323967335	1.323967335	1.323967335
1139	1.323967335	1.323967335	1.323967335	1.323967335
1140	1.323967335	1.323967335	1.323967335	1.323967335
1141	1.323967335	1.323967335	1.323967335	1.323967335
1142	1.323967335	1.323967335	1.323967335	1.323967335
1143	1.323967335	1.323967335	1.323967335	1.323967335
1144	1.323967335	1.323967335	1.323967335	1.323967335
1145	1.323967335	1.323967335	1.323967335	1.323967335
1146	1.323967335	1.323967335	1.323967335	1.323967335
1147	1.323967335	1.323967335	1.323967335	1.323967335
1148	1.323967335	1.323967335	1.323967335	1.323967335
1149	1.323967335	1.323967335	1.323967335	1.323967335
1150	1.323967335	1.323967335	1.323967335	1.323967335
1151	1.323967335	1.323967335	1.323967335	1.323967335
1152	1.323967335	1.323967335	1.323967335	1.323967335
1153	1.323967335	1.323967335	1.323967335	1.323967335
1154	1.323967335	1.323967335	1.323967335	1.323967335
1155	1.323967335	1.323967335	1.323967335	1.323967335
1156	1.323967335	1.323967335	1.323967335	1.323967335
1157	1.323967335	1.323967335	1.323967335	1.323967335
1158	1.323967335	1.323967335	1.323967335	1.323967335
1159	1.323967335	1.323967335	1.323967335	1.323967335
1160	1.323967335	1.323967335	1.323967335	1.323967335
1161	1.323967335	1.323967335	1.323967335	1.323967335
1162	1.323967335	1.323967335	1.323967335	1.323967335
1163	1.323967335	1.323967335	1.323967335	1.323967335
1164	1.323967335	1.323967335	1.323967335	1.323967335
1165	1.323967335	1.323967335	1.323967335	1.323967335
1166	1.323967335	1.323967335	1.323967335	1.323967335
1167	1.323967335	1.323967335	1.323967335	1.323967335
1168	1.323967335	1.323967335	1.323967335	1.323967335
1169	1.323967335	1.323967335	1.323967335	1.323967335
1170	1.323967335	1.323967335	1.323967335	1.323967335
1171	1.323967335	1.323967335	1.323967335	1.323967335
1172	1.323967335	1.323967335	1.323967335	1.323967335
1173	1.323967335	1.323967335	1.323967335	1.323967335
1174	1.323967335	1.323967335	1.323967335	1.323967335
1175	1.323967335	1.323967335	1.323967335	1.323967335
1176	1.323967335	1.323967335	1.323967335	1.323967335
1177	1.323967335	1.323967335	1.323967335	1.323967335
1178	1.323967335	1.323967335	1.323967335	1.323967335
1179	1.323967335	1.323967335	1.323967335	1.323967335
1180	1.323967335	1.323967335	1.323967335	1.323967335
1181	1.323967335	1.323967335	1.323967335	1.323967335
1182	1.323967335	1.323967335	1.323967335	1.323967335
1183	1.323967335	1.323967335	1.323967335	1.323967335
1184	1.323967335	1.323967335	1.323967335	1.323967335
1185	1.323967335	1.323967335	1.323967335	1.323967335
1186	1.323967335	1.323967335	1.323967335	1.323967335
1187	1.323967335	1.323967335	1.323967335	1.323967335
1188	1.323967335	1.323967335	1.323967335	1.323967335
1189	1.323967335	1.323967335	1.323967335	1.323967335
1190	1.323967335	1.323967335	1.323967335	1.323967335
1191	1.323967335	1.323967335	1.323967335	1.323967335
1192	1.323967335	1.323967335	1.323967335	1.323967335
1193	1.323967335	1.323967335	1.323967335	1.323967335
1194	1.323967335	1.323967335	1.323967335	1.323967335
1195	1.323967335	1.323967335	1.323967335	1.323967335
1196	1.323967335	1.323967335	1.323967335	1.323967335
1197	1.323967335	1.323967335	1.323967335	1.323967335
1198	1.323967335	1.323967335	1.323967335	1.323967335
1199	1.323967335	1.323967335	1.323967335	1.323967335
1200	1.323967335	1.323967335	1.323967335	1.323967335
1201	1.323967335	1.323967335	1.323967335	1.323967335
1202	1.323967335	1.323967335	1.323967335	1.323967335
1203	1.323967335	1.323967335	1.323967335	1.323967335
1204	1.323967335	1.323967335	1.323967335	1.323967335
1205	1.323967335	1.323967335	1.323967335	1.323967335
1206	1.323967335	1.323967335	1.323967335	1.323967335
1207	1.323967335	1.323967335	1.323967335	1.323967335
1208	1.323967335	1.323967335	1.323967335	1.323967335
1209	1.323967335	1.323967335	1.323967335	1.323967335
1210	1.323967335	1.323967335	1.323967335	1.323967335
1211	1.323967335	1.323967335	1.323967335	1.323967335
1212	1.323967335	1.323967335	1.323967335	1.323967335
1213	1.323967335	1.323967335	1.323967335	1.323967335
1214	1.323967335	1.323967335	1.323967335	1.323967335
1215	1.323967335	1.323967335	1.323967335	1.323967335
1216	1.323967335	1.323967335	1.323967335	1.323967335
1217	1.323967335	1.323967335	1.323967335	1.323967335
1218	1.323967335	1.323967335	1.323967335	1.323967335
1219	1.323967335	1.323967335	1.323967335	1.323967335
1220	1.323967335	1.323967335	1.323967335	1.323967335
1221	1.323967335	1.323967335	1.323967335	1.323967335
1222	1.323967335	1.323967335	1.323967335	1.323967335
1223	1.323967335	1.323967335	1.323967335	1.323967335
1224	1.323967335	1.323967335	1.323967335	1.323967335
1225	1.323967335	1.323967335	1.323967335	1.323967335
1226	1.323967335	1.323967335	1.323967335	1.323967335
1227	1.323967335	1.323967335	1.323967335	1.323967335
1228	1.323967335	1.323967335	1.323967335	1.323967335
1229	1.323967335	1.323967335	1.323967335	1.323967335
1230	1.323967335	1.323967335	1.323967335	1.323967335
1231	1.323967335	1.323967335	1.323967335	1.323967335
1232	1.323967335	1.323967335	1.323967335	1.323967335
1233	1.323967335	1.323967335	1.323967335	1.323967335
1234	1.323967335	1.323967335	1.323967335	1.323967335
1235	1.323967335	1.323967335	1.323967335	1.323967335
1236	1.323967335	1.323967335	1.323967335	1.323967335
1237	1.323967335	1.323967335	1.323967335	1.323967335
1238	1.323967335	1.323967335	1.323967335	1.323967335
1239	1.323967335	1.323967335	1.323967335	1.323967335
1240	1.323967335	1.323967335	1.323967335	1.323967335
1241	1.323967335	1.323967335	1.323967335	1.323967335
1242	1.323967335	1.323967335	1.323967335	1.323967335
